district,end_date,issued_on,permittee_name,permit_no,address,lat,lng,start_date
YUEN LONG,03/08/2013,08/02/2013,Maeda-China State Joint Venture,GW-RN0107-13,Construction site of Express Rail Link – Shek Kong Stabling Sidings & Emergency Rescue Siding (Contract No. 823B),-1,-1,19/02/2013
SHA TIN,21/08/2013,04/03/2013,Shun Yuen Construction Co Ltd,GW-RN0109-13,MTR Area North of Beacon Hill Tunnel to University Station.,-1,-1,22/02/2013
TAI PO,21/08/2013,18/02/2013,China Road And Bridge Corporation and DIX Construction & Transportation Ltd. Joint Venture,GW-RN0110-13,"Ting Kok Road between Ting Hing Road and Dai Fat Street, Tai Po, NT [Contract No. DC2009/07]",-1,-1,22/02/2013
YUEN LONG,31/08/2013,18/02/2013,Kier-Kaden-OSSA,GW-RN0111-13,Construction site at Area 3.8 Tai Kong Po of Express Rail Link - Ngau Tam Mei to Tai Kong Po Tunnel (Contract No.824),-1,-1,02/03/2013
TAI PO,31/08/2013,25/02/2013,Gammon Construction Limited,GW-RN0113-13,"A Section of Tolo Highway (South Bound) near Tai Po Garden, Tai Po, New Territories. (Widening of Tolo Highway / Fanling Highway, Stage 1, Contract No. HY/2009/08).",-1,-1,01/03/2013
SHA TIN,25/08/2013,04/03/2013,Lam Woo & Company Limited,GW-RN0114-13,"Tai Po Road – Ma Liu Shui near Sea View Villa, Sha Tin, N.T. (Water Supplies Department Contract No.: 20/WSD/06)",-1,-1,26/02/2013
SHA TIN,31/07/2013,25/02/2013,Gammon Construction Ltd.,GW-RN0116-13,"Ma On Sha Road, South Bound CH19.80 to CH19.05 Full Width",42.4072107,-71.3824374,04/03/2013
SHA TIN,30/06/2013,25/02/2013,Gammon Construction Ltd.,GW-RN0117-13,"Sha Tin Road, Both Bound, Ch17.96, Full Width, Shatin",-1,-1,04/03/2013
YUEN LONG,11/09/2013,07/02/2013,Sum Kee Construction Limited,GW-RN0118-13,"DD124, Hung Tai Road, Yuen Long, N.T.",-1,-1,11/03/2013
TAI PO,18/08/2013,04/03/2013,China State Construction Engineering (Hong Kong) Limited,GW-RN0122-13,"A section of Tolo Highway between Island House and Ma Wo, Tai Po, New Territories (Widening of Tolo Highway/Fanling Highway, Stage 1, Contract No. HY/2008/09)",-1,-1,01/03/2013
TAI PO,03/06/2013,01/03/2013,China State Construction Engineering (Hong Kong) Limited,GW-RN0125-13,"A section of Tolo Highway between Science Park and Island House, Tai Po, New Territories , (Widening of Tolo Highway / Fanling  Highway, Stage 1, Contract No. HY/2008/09)",-1,-1,01/03/2013
TAI PO,31/05/2013,01/03/2013,China State Construction Engineering ( Hong Kong ) Limited,GW-RN0127-13,"A section of Tolo Highway near Lam Kam Bridge and MTR Tai Po Market Station, Tai Po, New Territories (Widening of Tolo Highway/Fanling Highway, Stage 1, Contract No. HY/2008/09 )",-1,-1,01/03/2013
YUEN LONG,10/09/2013,22/02/2013,Tysan Foundation Limited,GW-RN0128-13,"Construction site of Ex-Yuen Long Estate at the junction of Yuen Long On Ning Road, Wang Chau Road and Yuen Long On Lok Road, Yuen Long, New Territories",-1,-1,11/03/2013
TAI PO,06/09/2013,06/03/2013,China Road And Bridge Corporation and DIX Construction & Transportation Ltd. Joint Venture,GW-RN0129-13,"Drainage Works at Ting Kok Road between Fung Yuen Road and Chung Nga Road, Tai Po, NT (DSD Contract No DC/2009/07)",-1,-1,07/03/2013
TAI PO,31/08/2013,26/02/2013,Gammon Construction Limited,GW-RN0132-13,"A Section of Tolo Highway (North Bound) near Tai Po Garden, Tai Po, New Territories. (Widening of Tolo Highway / Fanling Highway, Stage 1, Contract No. HY/2009/08).",-1,-1,01/03/2013
YUEN LONG,30/08/2013,25/02/2013,Leader Civil Engineering Corp Ltd.,GW-RN0133-13,"Road section of Pok Oi Interchange, Yuen Long, New Territories (HyD Contract No.: HY/2011/13)",-1,-1,01/03/2013
YUEN LONG,13/08/2013,27/02/2013,Maeda-China State Joint Venture,GW-RN0134-13,Construction site of Express Rail Link – Shek Kong Stabling Sidings & Emergency Rescue Siding (Contract No. 823B),-1,-1,05/03/2013
NORTH DISTRICT,22/06/2013,12/03/2013,Chun Wo Construction and Engineering Company Limited,GW-RN0136-13,Fanling Highway Between MTR Fanling Station and Wo Hing Road near Wo Hop Shek to Dawning Views CH 24.00 to CH 24.25,-1,-1,25/03/2013
YUEN LONG,05/06/2013,05/03/2013,Shun Yuen Construction Co Ltd,GW-RN0137-13,"Road section of Sai Kwo Road, Lok Ma Chau, Yuen Long, New Territories (HyD Contract No.: 08/HY/2008).",-1,-1,11/03/2013
NORTH DISTRICT,30/06/2013,07/03/2013,Siemens Limited,GW-RN0138-13,"Electrical Substation, Chiaphua Industrial Building, 6 On Lok Mun Street, North District,‧ N.T.",-1,-1,01/04/2013
TAI PO,24/08/2013,08/03/2013,Gammon Construction Limited,GW-RN0139-13,"A section of Fanling Highway and Tai Wo Service Road West near Wai Tau, Tai Po, N.T. (Widening of Tolo Highway / Fanling Highway, Stage 1, Contract No. HY/2009/08)",-1,-1,18/03/2013
NORTH DISTRICT,18/09/2013,12/03/2013,Far East Landfill Technologies Ltd,GW-RN0140-13,"NENT Landfill, Wo Keng Shan Road, Sha Tau Kok, Ta Kwu Ling (DD. Lot 78), North District, NT",-1,-1,19/03/2013
TAI PO,27/07/2013,12/03/2013,Chiu Hing Construction and Transportation Company Limited,GW-RN0141-13,"Cold milling & resurfacing work at Tai Po Road –Yuen Chau Tsai Section between Kwong Wang Street and Yung Yi Road, Tai Po, NT  (Highways Department Term Contract No. 06/HY/2011)",-1,-1,12/03/2013
SHA TIN,20/08/2013,19/03/2013,Welcome Construction Company Limited,GW-RN0142-13,"Fo Tan Nullah near Fo Tan Village, Shatin, N.T. (DSD Contract No.: DC/2010/05)",-1,-1,21/03/2013
SHA TIN,31/07/2013,19/03/2013,Gammon Construction Limited,GW-RN0143-13,"Tate's Cairn Highway, South Bound, CH15.920 to CH15.225, Fast & Middle Lane, Shatin, N.T. (HyD Contract No.: 20/HY/2004)",-1,-1,25/03/2013
YUEN LONG,18/02/2014,07/03/2013,China Railway - Hsin Chong - China Railway 15,GW-RN0145-13,"Wo Shang Wai, Mai Po, Yuen Long, New Territories (MTRC Express Rail Link - Contract No. 826 Huanggang to Mai Po Tunnels)",-1,-1,19/08/2013
TAI PO,11/08/2013,12/03/2013,Gammon Construction Limited,GW-RN0146-13,"A Section of Tai Po Tai Wo Road Uphill to Tolo Highway (Sha Tin Bound), Tai Po, New Territories.  (Widening of Tolo Highway / Fanling Highway, Stage 1, Contract No. HY/2009/08).",-1,-1,11/03/2013
SHA TIN,31/05/2013,15/03/2013,Sang Hing Civil Contractors Co Ltd,GW-RN0148-13,"Lower Shing Mun Road near Tai Wai New Village Road, Tai Wai, Shatin, NT(DSD Contract No.: DC/2009/14)",-1,-1,12/03/2013
SHA TIN,01/09/2013,22/03/2013,Chun Wo Construction & Engineering Co. Ltd,GW-RN0151-13,"Che Kung Miu road near Tin Sam Street, Sha Tin, N.T.",22.367662,114.174414,01/04/2013
SHA TIN,06/08/2013,22/03/2013,Gammon Construction Limited,GW-RN0152-13,"Sha Tin Road, North Bound, CH18.350 to CH19.455, Full Width and Slip Road to Tai Chung Kui Road, Shatin, N.T. (HyD Contract No.: 20/HY/2004)",-1,-1,26/03/2013
TAI PO,13/09/2013,20/03/2013,Gammon Construction Limited,GW-RN0153-13,"A Section of Tolo Highway near Ma Wo Village, Tai Po, New Territories, (Widening of Tolo Highway / Fanling  Highway,Stage 1, Contract No. HY/2009/08).",-1,-1,13/03/2013
YUEN LONG,19/09/2013,05/03/2013,Pat Davie Ltd,GW-RN0156-13,"Floor 1, Chung Fu Plaza Phase 1, Tin Chung Court, 30 Tin Wah Road, Yuen Long, NT",-1,-1,20/03/2013
TAI PO,24/09/2013,21/03/2013,Maeda Corporation,GW-RN0157-13,"Dai Fuk Street, Tai Po Industrial Estate, Tai Po, New Territories (MTR Contract No. K1155-12C)",22.456915,114.178848,25/03/2013
TAI PO,15/10/2013,22/03/2013,Gammon Construction Limited,GW-RN0160-13,"A section of Tolo Highway near Parc Versailles, Tai Po, New Territories,(Widening of Tolo Highway/Fanling Highway, Stage 1, Contract No. HY/2008/09 ).",-1,-1,15/04/2013
TAI PO,09/06/2013,21/03/2013,China State Construction Engineering ( Hong Kong ) Limited,GW-RN0161-13,"A Section of Tolo Highway (Shatin Bound) near Grand Dynasty View, Tai Po, New Territories, (Widening of Tolo Highway/Fanling Highway, Stage 1, Contract No. HY/2008/09 ).",-1,-1,21/03/2013
NORTH DISTRICT,31/08/2013,15/03/2013,Wo Hing Construction Company Limited,GW-RN0162-13,"DD51, North District, NT",-1,-1,18/03/2013
SHA TIN,31/08/2013,20/03/2013,Program Contractors Limited,GW-RN0163-13,"MTR Sha Tin Station, Shatin, NT",-1,-1,18/03/2013
SHA TIN,05/10/2013,28/03/2013,China State Construction Engineering (Hong Kong) Limited,GW-RN0164-13,"2x300 Place Student Hostel at Residence Lane 1, The Chinese University of Hong Kong, Shatin, N.T.",-1,-1,09/04/2013
SHA TIN,29/06/2013,22/03/2013,Kwan On-U - Tech Joint Venture,GW-RN0166-13,"Shing Mun Tunnel Road near Shung Shin Chee Kit Yin Koon, Shatin, N.T.",-1,-1,18/03/2013
SHA TIN,01/09/2013,22/03/2013,Chun Wo Construction & Engineering Company Limited,GW-RN0167-13,"Tai Po Road - Sha Tin near Wai Wah Centre, Shatin, N.T. (WSD Contract No.: 15/WSD/08)",-1,-1,01/04/2013
NORTH DISTRICT,31/05/2013,19/03/2013,Gammon Construction Limited,GW-RN0169-13,"Fanling Highway, A Bound, CH28.670 to CH27.620, Full Width, Sheung Shui, NT (Highways Department Contract No. 20/HY/2004)",-1,-1,25/03/2013
YUEN LONG,29/06/2013,19/03/2013,Teamfield Building Contractors Limited,GW-RN0170-13,"Sun Yuen Long Centre, 8 Long Yat Road, Yuen Long, New Territories.",22.445125,114.035693,02/04/2013
SHA TIN,14/10/2013,28/03/2013,Kaden Construction Limited,GW-RN0171-13,"Construction Site at Proposed Development for Hang Seng Management College, Siu Lek Yuen, Shatin, N.T. (At Ngau Pei Sha Street)",-1,-1,15/04/2013
SHA TIN,02/07/2013,28/03/2013,Shun Yuen Construction Co Ltd,GW-RN0172-13,"MTR Ho Tung Lau Depot, Fo Tan, Shatin, N.T. (Contract No. T0937-09C).",-1,-1,25/03/2013
SHA TIN,19/11/2013,28/03/2013,Kaden Construction Limited,GW-RN0173-13,"Construction Site at Proposed Development for Hang Seng Management College, Siu Lek Yuen, Shatin, N.T. (South Part of Hang Seng Management College)",-1,-1,20/05/2013
SHA TIN,14/10/2013,28/03/2013,Hip Hing Construction Company Limited,GW-RN0174-13,"The Hong Kong Jockey Club Shatin Communication and Technology Centre, Shatin Racecourse, Shatin, N.T.",-1,-1,15/04/2013
SHA TIN,28/08/2013,28/03/2013,China Road And Bridge Corporation,GW-RN0175-13,"Roundabout at Kwai Tei Street and Fo Tan Road, Fo Tan, Shatin, N.T. (Hyd Contract No.: 07/HY/2011)",-1,-1,29/03/2013
TAI PO,31/05/2013,21/03/2013,China State Construction Engineering (HK) Ltd,GW-RN0176-13,"A section at Tolo Highway near Island House Interchange, Tai Po, New Territories, (Widening of Tolo Highway/Fanling Highway, Stage 1, Contract No. HY/2008/09 )",-1,-1,11/03/2013
TAI PO,02/06/2013,22/03/2013,China State Construction Engineering ( Hong Kong ) Limited,GW-RN0177-13,"A Section of Tolo Highway (Central Divider) between The Paragon and Grand Dynasty View , Tai Po, New Territories,  (Widening of Tolo Highway/Fanling Highway, Stage 1, Contract No. HY/2008/09 ).",-1,-1,21/03/2013
SHA TIN,08/10/2013,02/04/2013,Lam Woo & Company Limited,GW-RN0178-13,"Near the junction of Sha Tin Wai Road and Sha Tin Road, Sha Tin, N.T. (Water Supplies Department Contract No.: 20/WSD/06)",-1,-1,09/04/2013
SHA TIN,09/10/2013,15/04/2013,Sun Fook Kong Construction Limited and Sun Fook Kong (Civil) Limited trading as Sun Fook K,GW-RN0180-13,"MTR Tai Shui Hang Station, Ma On Shan Line, Shatin, N.T. (MTR Contract No.: SCL1101)",-1,-1,10/04/2013
YUEN LONG,26/10/2013,26/03/2013,Melofield Nursery and Landscape Contractor Ltd,GW-RN0182-13,"Trackside of MTR Pat Heung Maintenance Centre between West Rail Line - Kam Sheung Road Station and Tai Lam Tunnel North Portal, Yuen Long, New Territories",-1,-1,30/04/2013
YUEN LONG,01/10/2013,18/03/2013,Shun Yuen Construction Company Limited,GW-RN0183-13,"Tin Shui Wai Station, Yuen Long, NT",-1,-1,02/04/2013
SHA TIN,23/10/2013,02/04/2013,Sang Hing Civil Contractors Co. Ltd.,GW-RN0184-13,"The existing Sewage Pumping Station, The Chinese University of Hong Kong, Sha Tin, N.T.",-1,-1,24/04/2013
TAI PO,27/09/2013,11/04/2013,Vibro (HK) Limited,GW-RN0185-13,"Construction site of Public Rental Housing Development at Po Heung Street, Tai Po, New Territories (Hong Kong Housing Authority Contract No.20100085)",-1,-1,28/03/2013
SHA TIN,31/10/2013,05/04/2013,Sun Fook Kong Construction Limited and Sun Fook Kong (Civil) Limited trading as Sun Fook K,GW-RN0187-13,"MTR Shek Mun Station, Ma On Shan Line, Shatin, N.T. (MTR Contract No.: SCL1101)",-1,-1,01/05/2013
SHA TIN,30/06/2013,18/04/2013,Chun Wo Construction & Engineering Company Limited,GW-RN0188-13,"Tai Po Road - Sha Tin near Sheung Wo Che, Shatin, N.T. (WSD Contract No.: 15/WSD/08)",-1,-1,01/04/2013
TAI PO,29/06/2013,05/04/2013,Wo Hing Construction Co. Ltd,GW-RN0189-13,"Construction site between Fanling Highway and Tai Wo Service Road East near Lamppost No.: EA8182, Tai Po, NT (WSD Contract No.: 12/WSD/11)",-1,-1,15/04/2013
SHA TIN,21/10/2013,08/04/2013,China State Construction Engineering (Hong Kong) Limited,GW-RN0190-13,"Shatin Area 52 Phase 2, Shui Chuen O, Shatin, NT",-1,-1,22/04/2013
TAI PO,04/10/2013,02/04/2013,Excel Engineering Company Limited,GW-RN0191-13,"Tai Po Tai Wo Road near Ting Kok Road, Tai Po, N.T.",22.451554,114.165207,05/04/2013
TAI PO,20/08/2013,28/03/2013,Gammon Construction Limited,GW-RN0192-13,"A Section of Tolo Highway (Fanling Bound) near Lam Kam Interchange, Tai Po, N.T., (Widening of Tolo Highway / Fanling Highway, Stage 1, Contract No. HY/2009/08).",-1,-1,02/04/2013
TAI PO,02/10/2013,03/04/2013,Gammon Construction Limited,GW-RN0194-13,"A section of Tolo Highway near Tai Po Tau Raw Water Pumping Station, Tai Po, N.T. ( Widening of Tolo Highway / Fanling Highway, Stage 1, Contract No. HY/2009/08)",-1,-1,03/04/2013
SHA TIN,01/10/2013,05/04/2013,Sunley Engineering & Construction Company Limited,GW-RN0195-13,"Construction site at On Kwan Street, Shek Mun, Shatin, N.T. (STTL 412)",-1,-1,09/04/2013
YUEN LONG,24/09/2013,28/03/2013,Maeda-China State Joint Venture,GW-RN0196-13,Construction site near Nam Hing West Road of Express Rail Link –Tai Kong Po to Tse Uk Tsuen Tunnels (Contract No.823A),-1,-1,04/04/2013
TAI PO,18/10/2013,11/04/2013,China Overseas Building Construction Limited,GW-RN0197-13,"Tai Po Town Lot Nos. 200 and 201, Pak Shek Kok, Tai Po, New Territories.",22.4408968,114.1647434,19/04/2013
SHA TIN,21/09/2013,09/04/2013,Welcome Construction Company Limited,GW-RN0198-13,Construction site next to Siu Lek Yuen Nullah (DSD Contract No.: DC/2010/05),-1,-1,22/04/2013
YUEN LONG,27/09/2013,02/04/2013,Maeda-China State Joint Venture,GW-RN0199-13,Construction site of Express Rail Link – Shek Kong Stabling Sidings & Emergency Rescue Siding (Contract No. 823B),-1,-1,05/04/2013
YUEN LONG,04/06/2013,02/04/2013,Maeda-China State Joint Venture,GW-RN0200-13,Construction site of Express Rail Link – Shek Kong Stabling Sidings & Emergency Rescue Siding (Contract No. 823B),-1,-1,05/04/2013
YUEN LONG,21/10/2013,26/03/2013,China Geo - China Harbour Joint Venture (China Geo-Engineering Corporation and China Harbo,GW-RN0202-13,"Castle Peak Road - Ping Shan near Ma Wan Road, Yuen Long, N.T.",42.4072107,-71.3824374,22/04/2013
TAI PO,14/10/2013,08/04/2013,Excel Engineering Company Limited,GW-RN0203-13,"Tai Po Tai Wo Road near Ting Kok Road, Tai Po, N.T.",22.451554,114.165207,15/04/2013
YUEN LONG,01/10/2013,03/04/2013,Leighton Contractors (Asia) Ltd.,GW-RN0204-13,Construction site at Pat Heung of Express Rail Link – Tse Uk Tsuen to Shek Yam Tunnels (Contract No. 822),-1,-1,09/04/2013
YUEN LONG,01/10/2013,03/04/2013,Leighton Contractors (Asia) Ltd.,GW-RN0205-13,Construction site at Pat Heung of Express Rail Link – Tse Uk Tsuen to Shek Yam Tunnels (Contract No. 822),-1,-1,09/04/2013
TAI PO,27/05/2013,05/04/2013,Gammon Construction Limited,GW-RN0206-13,"A Section of Tolo Highway (Shatin Bound) near Dynasty View, Tai Po, New Territories, (Widening of Tolo Highway / Fanling Highway, Stage 1, Contract No. HY/2009/08).",-1,-1,06/04/2013
YUEN LONG,30/09/2013,05/04/2013,Sunley Engineering & Construction Company Limited,GW-RN0207-13,"Construction site at the junction of Yuen Long On Ning Road, Tai Kiu Road and Yuen Long On Lok Road, Yuen Long, New Territories",22.44695,114.030185,11/04/2013
SHA TIN,30/09/2013,15/04/2013,Gammon Construction Limited,GW-RN0208-13,"Shing Mun Tunnel Road, south bound, CH3.30 to CH3.14 fast lane and half of middle lane; CH3.14 to CH3.03 full width and north bound, CH3.05 to CH3.40 full width, Shatin, N.T. (Hyd Contract No.: 20/HY/2004)",-1,-1,15/04/2013
YUEN LONG,30/09/2013,26/03/2013,Yau Lee Construction Co. Ltd,GW-RN0209-13,"Hung Shui Kiu, Area13, Phase 3, Yuen Long, N.T.",-1,-1,01/04/2013
SHA TIN,21/10/2013,24/04/2013,Sun Fook Kong Construction Limited and Sun Fook Kong (Civil) Limited trading as Sun Fook K,GW-RN0210-13,"MTR Shatin Wai Station, Ma On Shan Line, Shatin, N.T. (MTR Contract No.: SCL1101)",-1,-1,22/04/2013
TAI PO,27/05/2013,10/04/2013,China State Construction Engineering (Hong Kong) Limited,GW-RN0211-13,"A Section of Tolo Highway (South Bound) near Grand Dynasty View, Tai Po, N.T., (Widening of Tolo Highway / Fanling Highway, Stage 1, Contract No. HY/2008/09).",-1,-1,14/04/2013
YUEN LONG,10/10/2013,08/04/2013,"Penta-Ocean Construction Co., Ltd.",GW-RN0212-13,"Construction site of MTRC Express Rail Link (Contract No. 825) at Wo Shang Wai, Mai Po, Yuen Long, New Territories",22.498766,114.0458275,11/04/2013
SHA TIN,30/09/2013,15/04/2013,Gammon Construction Limited,GW-RN0213-13,"Shing Mun Tunnel Road, south bound, CH4.51 slip road from Mei Lam Estate, Shatin, NT (HyD Contract No.: 20/HY/2004)",-1,-1,29/04/2013
SHA TIN,09/10/2013,22/04/2013,Gammon Construction Limited,GW-RN0214-13,"Hong Kong Science Park Phase 3, Sha Tin, N.T.",22.4290682,114.2085857,10/04/2013
TAI PO,28/09/2013,11/04/2013,Vibro (H.K.) Limited,GW-RN0215-13,"Construction site of Public Rental Housing Development at Po Heung Street, Tai Po, New Territories (Hong Kong Housing Authority Contract No.20100085)",-1,-1,03/04/2013
TAI PO,28/09/2013,11/04/2013,Vibro (H.K.) Limited,GW-RN0216-13,"Construction site of Public Rental Housing Development at Po Heung Street, Tai Po, New Territories (Hong Kong Housing Authority Contract No.20100085)",-1,-1,03/04/2013
SHA TIN,02/09/2013,15/04/2013,Gammon Construction Limited,GW-RN0217-13,"Tai Po Road - Sha Tin South Bound CH6.92 to CH7.55 Full Width, Shatin, N.T.",-1,-1,17/04/2013
SHA TIN,31/08/2013,23/04/2013,GAMMON CONSTRUCTION LTD,GW-RN0219-13,"Hung Mui Kuk Road, Uphill, Slip Road to Lion Rock Tunnel Road,  Shatin, N.T.",-1,-1,29/04/2013
TAI PO,28/10/2013,15/04/2013,CHIU HING CONSTRUCTION AND TRANSPORTATION COMPANY LIMITED,GW-RN0220-13,All Roads in Tai Po and North District (excluding high speed roads) [Highways Department Contract No. 05/HY/2006],-1,-1,29/04/2013
TAI PO,24/06/2013,11/04/2013,China State Construction Engineering (Hong Kong) Limited,GW-RN0221-13,"A Section of Tolo Highway (Central Divider) between Grand Palisades and Lai Chi Shan, Tai Po New Territories, (Widening of Tolo Highway/Fanling Highway, Stage 1, Contract No. HY/2008/09 ).",-1,-1,21/04/2013
TAI PO,26/05/2013,12/04/2013,China State Construction Engineering (Hong Kong) Limited,GW-RN0223-13,"A section of Tolo Highway near Shan Tong Road, Tai Po, New Territories,(Widening of Tolo Highway/Fanling Highway, Stage 1, Contract No. HY/2008/09).",-1,-1,16/04/2013
TAI PO,30/06/2013,15/04/2013,China State Construction Engineering (Hong Kong) Limited,GW-RN0224-13,"A section of Tolo Highway near Ma Liu Shui Section, Tai Po, New Territories , (Widening of Tolo Highway / Fanling  Highway, Stage 1, Contract No. HY/2008/09)",-1,-1,16/04/2013
YUEN LONG,29/10/2013,27/03/2013,Hip Hing Construction Company Limited,GW-RN0225-13,"Lot 4043, DD120, Lung Tin Tsuen,  Yuen Long, NT",-1,-1,30/04/2013
TAI PO,23/10/2013,16/04/2013,China State Construction Engineering (Hong Kong) Limited,GW-RN0226-13,"Tolo Highway (Shatin Bound) between Lam Kam Railway Bridge and Slip Road leading to Tai Po Road – Yuen Chau Tsai, Tai Po, New Territories (Widening of Tolo Highway / Fanling Highway, Stage 1, Contract No. HY/2008/09)",-1,-1,24/04/2013
YUEN LONG,24/10/2013,12/04/2013,Kier - Kaden - OSSA Joint Venture,GW-RN0228-13,Construction Site of Ngau Tam Mei Ventilation Building Shaft of Express Rail Link - Ngau Tam Mei to Tai Kong Po Tunnel (Contract No.824),-1,-1,26/04/2013
YUEN LONG,24/10/2013,12/04/2013,Kier - Kaden - OSSA Joint Venture,GW-RN0229-13,Construction Site of Ngau Tam Mei Ventilation Building Shaft of Express Rail Link - Ngau Tam Mei to Tai Kong Po Tunnel (Contract No.824),-1,-1,26/04/2013
TAI PO,26/05/2013,18/04/2013,China State Construction Engineering ( Hong Kong ) Limited,GW-RN0230-13,"A section of Tolo Highway (South Bound) near Lam Kam Bridge, Tai Po, New Territories, (Widening of Tolo Highway/Fanling Highway, Stage 1, Contract No. HY/2008/09).",-1,-1,21/04/2013
NORTH DISTRICT,06/07/2013,22/04/2013,Chun Wo Construction and Engineering Company Limited,GW-RN0231-13,"Fanling Highway, North Bound, CH24.12 to CH24.82, Fanling, N.T.",-1,-1,23/04/2013
YUEN LONG,22/10/2013,17/04/2013,"Penta-Ocean Construction Co., Ltd.",GW-RN0232-13,"Construction site of MTRC Express Rail Link (Contract No. 825) at Wo Shang Wai, Mai Po, Yuen Long, New Territories",22.498766,114.0458275,23/04/2013
